Games,BWAYLAND,MARYVILLE,BROOKLYNTECH,BBLAIR,BASISSANANTONIO,NORTHALLEGHENY,JAMESLOGAN,BIOLANI,STUY,CHILLICOTHE,BNAPERVILLENORTH,DUPONT,TEMPLECITY,BLIBERTY,LUBBOCK,NORTHVIEW,NORTHIDSTEM,BROOKFIELD,MSMS,BSTANFORDONLINE,PULLMAN,BTEMPLECITY,BGREENHOPE,BLAIR,HURON,HUNTER,BMARYVILLE,JOHNADAMS,FAIRVIEW,AMITY,GATLINGABEL,CSHEN,SCGSSM,BNORTHHOLLYWOOD,CENTERVILLE,BFREMD,ALTO,FRANKLIN,BMIDDLETON,WOOTTON,HORN,MATSU,BBROOKLYNTECH,PALISADESCHARTER,EISENHOWER,SHEN,BEISENHOWER,LYNBROOK,CENTENNIAL,CJAMESRUSE,ARDSLEY,CBROOKLYNTECH,OKLAHOMA,BBOW,BARCADIA,BAMERICAN,MILLER,MIDDLETON,BBHBL,REDMOND,INDIANS,MARQUETTE,BILLERICA,STEVENS,SARATOGA,KELLYWALSH,WWPN,BAMADORVALLEY,CADMIUM,BEDISON,BOW,WARDMELVILLE,NISKAYUNA,EASTSIDE,VANNUYS,CBAALBANY,UNIPREP,EDWCLARK,BPALOALTO,GREENWICH,DINTERLAKE,PALISADES,CORAL,BDOUGHERTY,HOPKINS,CRESTVIEWMIDDLE,FOSSILRIDGE,PRISMS,GRAYSON,BECKMAN,RMHS,BDULLES,INTERLAKE,ENLOE,WALTON,HENRYGUNN,ALPHAS,LEXINGTON,IOLANI,CINTERLAKE,CADDO,BLYNBROOK,BFOOTHILL,BCUPERTINO,BASFA,BWOOTTON,PORTOLA,QUAILVALLEY,CLOVIS,BROOSEVELT,MIRAMONTE,MISSISSIPPI,AMERICAN,LOSALAMOS,BCORAL,BHENRYGUNN,CWAYZATA,BLINDBERGH,SCIENCEACADEMY,GATLINGABLE,BPULLMAN,COLEGIO,BUCHHOLZ,ARCADIA,AMES,EDISON,BRAVO,MCTM,BSTUY,AMPF,CGREENWICH,LONGWOOD,BLEXINGTON,AGLASTONBURY,HARKER,IRRELEVANT,FREMD,WESTMINSTER,FOOTHILL,PLEASANTON,TJHSST,BSCGSSM,BSHEN,BJAMESRUSE,TIMBERLINE,EASTLYME,MORRISHILLS,BLUEVALLEYWEST,STOCKDALE,PALO,HILLSDALE,CEDARFALLS,CREIGHTON,HILLCREST,WARDE,SEVENLAKES,WHEATLEY,CANTERBURY,BWWPN,BHBL,MTLEBANON,ALIBERTY,BBROOKFIELD,CRMHS,BASISPEORIA,BMCC,LADUE,CONESTOGA,OLYMPIA,JPSTEVENS,BOBJONES,TUPELO,CARCADIA,NEWCANAAN,MORGANTOWN,JONASCLARKE,BPOOLESVILLE,OLATHE,CMIDDLETON,RAT,MASS,BRHS,CATLINGABEL,CARMEL,MIRALOMA,VENICE,CMARYVILLE,MCA,TESLASTEM,BISMARCK,SOLON,NEWTOWN,BBECKMAN,BVANNUYS,GREENHOPE,PLANO,BHILLSBOROUGH,CUPERTINO,STANFORDONLINE,TROY,MINNETONKA,MADISONWEST,ABRAHAMLINCOLN,DOUGHERTY,GRANDOAKS,WAYLAND,FARMINGTON,BETHLEHEM,ODLE,CAPEELIZABETH,BNCSSM,CHOATE,STCROIX,ROOSEVELT,PALY,BHOPKINS,QB,BCONESTOGA,BMSJ,BTIMBERLINE,CAMSA,BWAYZATA,BBUCHHOLZ,CBLAIR,WAYZATA,BCANYONCREST,BBRMHS,LANGLEY,BAMSA,FALMOUTH,NATIONFORD,SAINTFRANCIS,BROCKBRIDGE,LIVINGSTON,BBASISSILICONVALLEY,HARRISON,BILLINGS,HOPKINTON,BEDWCLARK,MAUI,NORTHHOLLYWOOD,FAYETTEVILLE,NORTHVILLE,DJAMESRUSE,COLLIERVILLE,PRINCETON,CNASHUA,BTSA,JAMESRUSE,BENTONVILLE,CWWPN,MONTESSORI,BCLEMENTS,WESTVIEW,AHSBROWARD,AMADORVALLEY,JOHN,MCCRACKEN,BWARDMELVILLE,PUNAHOU,POLLESVILLE,BGREENWICH,MONTAVISTA,PINGPONG,BBRHS,BINTERLAKE,SHARON,NAPERVILLENORTH,BSHARON,BMARQUETTE,ASFA,ECHHS,PALI,CJPSTEVENS,BNISKAYUNA,HIGHLANDPARK,CANYONCREST,LINDBERGH,POBJFK,BAHSBROWARD,BTESLASTEM,SCDS,CFOOTHILL,ROCKBRIDGE,MILLHILL,NCSSM,COMMUNITYMIDDLESCHOOL,UNIVERSITY,MSJ,GLASTONBURY,HHR,RICKARDS,BLADUE,DAVIDSON,BBASISPEORIA,AAH,BCENTENNIAL,BDAVIDSON,BENLOE,YOUNGMAGNET,BGLASTONBURY,HILLSBOROUGH,BRMHS,AMERICANHERITAGE,BSARATOGA,CLEMENTS,LAKESIDE,BMIRALOMA,DBROOKLYNTECH,NASHUA,TEAMSTARS,PEDDIE,CMSJ,BAULKHAMHILLS,FRANKLING,BLAKESIDE,MOUNTAINVIEW,RAY,PALOALTO,DULLES,BASISSILICONVALLEY,ALABAMA,BJPSTEVENS
730,0,1160.41,0,0,0,0,0,0,1211.64,0,0,0,0,0,0,0,0,1116.85,0,0,0,0,0,1510.45,1168.02,0,1105.45,0,1136,1152.99,1210.01,0,0,1114.33,1147.46,0,1168,1118.71,1177.45,0,1122.02,0,0,0,0,1302.86,0,1395.77,1409.72,0,1221.99,0,0,0,1182.03,0,0,1328.09,0,1210.18,0,0,1182.86,0,0,0,1234.18,0,1127.04,0,0,1194.77,0,1448.9,1156.99,0,0,0,0,0,0,0,0,0,1140.87,0,0,0,0,0,0,0,1318.1,1229.37,1172.57,1165.06,1140.87,1536.41,1250.56,0,0,1171.63,0,0,0,0,1111.52,0,0,0,0,0,0,1108.87,0,1160.69,0,0,1103.47,1220.69,0,0,1286.59,1202.15,1467.38,0,1228.93,0,0,1108.87,1168,0,1265.82,0,1223.81,1214.66,0,1320.17,1130.29,0,0,0,0,0,1120.45,0,0,1219.61,1163.61,1232,0,0,0,0,1165.54,0,1196.4,0,1162.11,0,0,0,1165.36,0,1275.63,1231.21,1163.55,0,0,1171.09,0,0,0,0,1197.1,0,0,0,0,1117.08,1177.83,0,1146.39,0,1595.05,1105.26,1156.98,0,1428.32,0,0,1149,0,1228.94,1181.66,1108.87,1163.64,0,0,0,0,0,0,0,0,0,0,1211.09,0,0,0,1321.15,0,0,1173.43,0,0,0,0,1145.54,0,1117.36,0,0,1278.74,0,1111.85,1190.92,0,0,0,0,0,1155.56,0,0,0,1136.36,0,0,1533.31,0,0,0,0,1145.04,0,0,0,0,1231.81,0,0,1374.47,0,0,0,0,0,0,0,0,0,1142.54,0,0,1146.79,1432.23,1171.12,0,1118.06,0,0,0,0,0,1142.52,0,0,0,1148.29,1195.38,0,0,1266.47,1288.39,1158.58,1292.57,0,0,0,0,1105.07,1333.91,1234.45,0,1110.21,0,0,1124.08,0,1104.32,1148.84,0,0,1228.09,0,1247.94,0,1212.39,1113.52,0,0,0,0,0,0,0,1102.45,1400.22,1298.92,0,0
740,0,1160.41,0,0,0,0,0,0,1211.64,0,1183.1,0,0,0,0,0,0,1116.85,0,0,0,0,0,1510.45,1168.02,0,1105.45,0,1136,1152.99,1210.01,0,0,1114.33,1147.46,0,1168,1118.71,1177.45,0,1122.02,0,0,0,0,1302.86,0,1395.77,1409.72,0,1221.99,0,0,0,1182.03,0,0,1328.09,0,1210.18,0,0,1182.86,0,0,0,1234.18,0,1127.04,0,0,1194.77,0,1448.9,1156.99,0,0,0,0,0,0,0,0,0,1140.87,0,0,0,0,0,0,0,1318.1,1229.37,1172.57,1165.06,1140.87,1536.41,1317.72,0,0,1171.63,0,0,0,0,1111.52,0,0,0,0,0,0,1108.87,0,1160.69,0,0,1103.47,1220.69,0,0,1286.59,1202.15,1467.38,0,1228.93,0,0,1108.87,1168,0,1334.62,0,1223.81,1214.66,0,1320.17,1130.29,0,0,0,0,0,1120.45,0,0,1219.61,1163.61,1232,0,0,0,0,1165.54,0,1196.4,0,1162.11,0,0,0,1165.36,0,1275.63,1231.21,1163.55,1119.37,0,1171.09,0,0,0,0,1197.1,0,0,0,0,1117.08,1177.83,0,1146.39,0,1595.05,1105.26,1156.98,0,1428.32,0,0,1149,0,1228.94,1181.66,1108.87,1163.64,0,0,0,0,0,0,0,0,0,0,1211.09,0,0,0,1321.15,0,0,1173.43,0,0,0,0,1145.54,0,1117.36,0,0,1278.74,0,1111.85,1190.92,0,0,0,0,0,1158.87,0,0,0,1136.36,0,0,1533.31,0,0,0,0,1145.04,0,0,0,0,1231.81,0,0,1374.47,0,0,0,0,0,0,0,0,0,1142.54,0,0,1146.79,1432.23,1171.12,0,1118.06,0,0,0,0,0,1142.52,0,0,0,1148.29,1195.38,0,0,1266.47,1288.39,1158.58,1292.57,0,0,0,0,1105.07,1333.91,1234.45,0,1110.21,0,0,1124.08,0,1104.32,1148.84,0,0,1228.09,0,1247.94,0,1212.39,1113.52,0,0,0,0,0,0,0,1102.45,1400.22,1298.92,0,0
750,0,1160.41,0,0,0,0,0,0,1211.64,0,1167.64,0,0,0,0,0,0,1116.85,0,0,0,0,0,1510.45,1168.02,0,1105.45,0,1136,1152.99,1210.01,0,0,1114.33,1147.46,0,1168,1118.71,1177.45,0,1122.02,0,0,0,0,1302.86,0,1395.77,1409.72,0,1221.99,0,0,0,1182.03,0,0,1328.09,0,1210.18,0,0,1182.86,0,0,0,1234.18,0,1127.04,0,0,1194.77,0,1448.9,1156.99,0,0,1221.45,0,0,0,0,0,0,1140.87,0,0,0,0,1190.06,0,0,1318.1,1229.37,1172.57,1165.06,1140.87,1536.41,1317.72,0,0,1171.63,0,0,0,0,1111.52,0,0,0,0,0,0,1108.87,0,1160.69,0,0,1103.47,1220.69,0,0,1286.59,1202.15,1467.38,0,1228.93,0,0,1108.87,1168,0,1334.62,0,1223.81,1214.66,0,1320.17,1124.62,0,0,0,0,0,1120.45,0,0,1219.61,1163.61,1232,0,0,0,0,1165.54,0,1196.4,0,1162.11,0,0,0,1109.65,0,1275.63,1231.21,1163.55,1119.37,0,1171.09,0,0,0,0,1197.1,0,0,0,0,1117.08,1177.83,0,1146.39,0,1595.05,1105.26,1156.98,0,1428.32,0,0,1149,0,1228.94,1181.66,1108.87,1163.64,0,0,0,0,0,0,0,0,0,0,1211.09,0,0,0,1321.15,0,0,1173.43,0,0,0,0,1145.54,0,1117.36,0,0,1278.74,0,1111.85,1190.92,0,0,0,0,0,1158.87,0,0,0,1136.36,0,0,1558.12,0,0,0,0,1145.04,0,0,0,0,1231.81,0,0,1374.47,0,0,1128.64,0,0,0,0,0,0,1142.54,0,0,1146.79,1432.23,1171.12,0,1118.06,0,0,0,0,0,1142.52,0,0,0,1148.29,1195.38,0,0,1266.47,1288.39,1158.58,1292.57,0,0,0,0,1105.07,1333.91,1234.45,0,1110.21,0,0,1124.08,0,1104.32,1148.84,0,0,1228.09,0,1247.94,0,1230.17,1113.52,0,0,0,0,0,0,0,1102.45,1400.22,1298.92,0,0
760,0,1160.41,0,0,0,0,0,0,1211.64,0,1167.64,0,0,0,0,0,0,1116.85,0,0,0,0,0,1510.45,1168.02,1165.78,1105.45,0,1136,1152.99,1210.01,0,0,1114.33,1147.46,0,1168,1118.71,1177.45,0,1122.02,0,0,0,0,1302.86,0,1395.77,1409.72,0,1221.99,0,0,0,1182.03,0,0,1328.09,0,1210.18,0,0,1182.86,0,0,0,1234.18,0,1127.04,0,0,1194.77,0,1448.9,1156.99,0,0,1186.65,0,0,0,0,0,0,1140.87,0,0,0,0,1190.06,0,0,1318.1,1229.37,1172.57,1165.06,1140.87,1536.41,1317.72,0,0,1171.63,0,0,0,0,1111.52,0,0,0,0,0,0,1108.87,0,1160.69,0,0,1103.47,1220.69,0,0,1286.59,1202.15,1467.38,0,1228.93,0,0,1108.87,1168,0,1334.62,0,1223.81,1214.66,0,1320.17,1221.98,0,0,0,0,0,1120.45,0,0,1219.61,1163.61,1232,0,0,0,0,1165.54,0,1196.4,0,1162.11,0,0,0,1109.65,0,1275.63,1231.21,1163.55,1119.37,0,1205.3,0,0,0,0,1197.1,0,0,0,0,1117.08,1177.83,0,1146.39,0,1595.05,1105.26,1156.98,0,1428.32,0,0,1149,0,1228.94,1181.66,1108.87,1163.64,0,0,0,0,0,0,0,0,0,0,1211.09,0,0,0,1321.15,0,0,1173.43,0,0,0,0,1145.54,0,1117.36,1200,0,1278.74,0,1111.85,1190.92,0,0,0,0,0,1158.87,0,0,0,1136.36,0,0,1558.12,0,0,0,0,1145.04,0,0,0,0,1231.81,0,0,1374.47,0,0,1135.41,0,0,0,0,0,0,1142.54,0,0,1146.79,1432.23,1171.12,0,1118.06,0,0,0,0,0,1142.52,0,0,0,1148.29,1195.38,0,0,1266.47,1288.39,1158.58,1292.57,0,0,0,0,1105.07,1333.91,1234.45,0,1110.21,0,0,1124.08,0,1104.32,1148.84,0,0,1228.09,0,1247.94,0,1247.17,1113.52,0,0,0,0,0,0,0,1102.45,1400.22,1298.92,0,0
770,0,1160.41,0,0,0,0,0,0,1211.64,0,1167.64,0,0,0,0,0,0,1212.72,0,0,0,0,0,1510.45,1168.02,1217.33,1105.45,0,1136,1152.99,1210.01,0,0,1114.33,1147.46,0,1168,1118.71,1177.45,0,1122.02,0,0,0,0,1302.86,0,1395.77,1409.72,0,1221.99,0,0,0,1182.03,0,0,1328.09,0,1210.18,0,0,1182.86,0,0,0,1234.18,0,1127.04,0,0,1194.77,0,1448.9,1156.99,0,0,1186.65,0,0,0,0,0,0,1140.87,0,0,0,0,1190.06,0,0,1318.1,1229.37,1172.57,1165.06,1140.87,1536.41,1317.72,0,0,1171.63,0,0,0,0,1111.52,0,0,0,0,0,0,1108.87,0,1160.69,0,0,1103.47,1220.69,0,0,1286.59,1202.15,1467.38,0,1228.93,0,0,1108.87,1168,0,1334.62,0,1223.81,1214.66,0,1320.17,1221.98,0,0,0,0,0,1120.45,0,0,1219.61,1163.61,1232,0,0,0,0,1165.54,0,1196.4,0,1162.11,0,0,0,1109.65,0,1275.63,1231.21,1163.55,1119.37,0,1215.37,0,0,0,0,1197.1,0,0,0,0,1117.08,1177.83,0,1146.39,0,1595.05,1105.26,1156.98,0,1428.32,0,0,1149,0,1228.94,1181.66,1108.87,1163.64,0,0,0,0,0,0,0,0,0,0,1211.09,0,0,0,1321.15,0,0,1173.43,0,0,1102.74,0,1145.54,0,1117.36,1153.8,0,1278.74,0,1111.85,1190.92,0,0,0,0,0,1158.87,0,0,0,1136.36,0,0,1558.12,0,0,0,0,1145.04,0,0,0,0,1231.81,0,0,1374.47,0,0,1135.41,0,0,0,0,0,0,1142.54,0,0,1146.79,1424.3,1171.12,0,1118.06,0,0,0,0,0,1142.52,0,0,0,1148.29,1195.38,0,0,1266.47,1288.39,1158.58,1292.57,0,0,0,0,1105.07,1333.91,1234.45,0,1110.21,0,0,1124.08,0,1104.32,1148.84,0,0,1228.09,0,1247.94,0,1247.17,1113.52,0,0,0,0,0,0,0,1102.45,1400.22,1298.92,0,0
780,0,1160.41,0,0,0,0,0,0,1211.64,0,1167.64,0,0,0,1140.05,0,0,1264.95,0,0,0,0,0,1510.45,1168.02,1217.33,1105.45,0,1136,1152.99,1210.01,0,0,1114.33,1147.46,0,1168,1118.71,1177.45,0,1122.02,0,0,0,0,1302.86,0,1395.77,1409.72,0,1221.99,0,0,0,1182.03,0,0,1328.09,0,1210.18,0,0,1182.86,0,0,0,1234.18,0,1127.04,0,0,1194.77,0,1448.9,1156.99,0,0,1186.65,0,0,0,0,0,0,1140.87,0,0,0,0,1190.06,0,0,1318.1,1276.58,1172.57,1165.06,1140.87,1536.41,1317.72,0,0,1171.63,0,0,0,0,1111.52,0,0,0,0,0,0,1108.87,0,1160.69,0,0,1103.47,1220.69,0,0,1286.59,1282.7,1467.38,0,1228.93,0,0,1108.87,1168,0,1334.62,0,1223.81,1214.66,0,1320.17,1221.98,0,0,0,0,0,1120.45,0,0,1219.61,1163.61,1232,0,0,0,0,1165.54,0,1196.4,0,1162.11,0,0,0,1109.65,0,1275.63,1231.21,1163.55,1119.37,0,1215.37,0,0,0,0,1197.1,0,0,0,0,1117.08,1177.83,0,1146.39,0,1595.05,1105.26,1156.98,0,1428.32,0,0,1149,0,1228.94,1181.66,1108.87,1163.64,0,0,0,0,0,0,0,0,0,0,1211.09,0,0,0,1321.15,0,0,1173.43,0,0,1102.74,0,1145.54,0,1117.36,1153.8,0,1278.74,0,1111.85,1190.92,0,0,0,0,0,1158.87,0,0,0,1136.36,0,0,1558.12,0,0,0,0,1145.04,0,0,0,0,1231.81,0,0,1374.47,0,0,1135.41,0,0,0,0,0,0,1142.54,0,0,1146.79,1406.98,1171.12,0,1118.06,0,0,0,0,0,1142.52,0,0,0,1148.29,1195.38,0,0,1266.47,1288.39,1158.58,1292.57,0,0,0,0,1105.07,1333.91,1234.45,0,1110.21,0,0,1124.08,0,1104.32,1148.84,0,0,1228.09,0,1247.94,0,1247.17,1113.52,0,0,0,1171.68,0,0,0,1102.45,1400.22,1298.92,0,0
790,0,1160.41,0,0,0,0,0,0,1211.64,0,1167.64,0,0,0,1140.05,0,0,1241.97,0,0,0,0,0,1510.45,1168.02,1217.33,1105.45,0,1136,1152.99,1210.01,0,0,1114.33,1147.46,0,1168,1130.12,1177.45,0,1122.02,0,0,0,0,1302.86,0,1395.77,1421.56,0,1221.99,0,0,0,1182.03,0,0,1353.14,0,1210.18,0,0,1182.86,0,0,0,1234.18,0,1127.04,0,0,1194.77,0,1448.9,1156.99,0,0,1186.65,0,0,0,0,0,0,1140.87,0,0,0,0,1190.06,0,0,1318.1,1276.58,1172.57,1165.06,1140.87,1536.41,1336.31,0,0,1171.63,0,0,0,0,1111.52,0,0,0,0,0,0,1108.87,0,1160.69,0,0,1103.47,1220.69,0,0,1253.75,1305.68,1477.04,0,1228.93,0,0,1108.87,1168,0,1382.3,0,1223.81,1214.66,0,1320.17,1203.4,0,0,0,0,0,1120.45,0,0,1219.61,1163.61,1232,0,0,0,0,1165.54,0,1196.4,0,1162.11,0,0,0,1109.65,0,1292.05,1231.21,1163.55,1119.37,0,1215.37,0,0,0,0,1197.1,0,0,0,0,1117.08,1177.83,0,1146.39,0,1570.01,1105.26,1156.98,0,1428.32,0,0,1149,0,1228.94,1181.66,1108.87,1163.64,0,0,0,0,0,0,0,0,0,0,1211.09,0,0,0,1321.15,0,0,1173.43,0,0,1102.74,0,1145.54,0,1117.36,1153.8,0,1278.74,0,1111.85,1190.92,0,0,0,0,0,1158.87,0,0,0,1136.36,0,0,1534.28,0,0,0,0,1145.04,0,0,0,0,1231.81,0,0,1374.47,0,0,1135.41,0,0,0,0,0,0,1142.54,0,0,1146.79,1406.98,1171.12,0,1118.06,0,0,0,0,0,1142.52,0,0,0,1148.29,1195.38,0,0,1266.47,1288.39,1158.58,1278.08,0,0,0,0,1105.07,1333.91,1234.45,0,1110.21,0,0,1124.08,0,1104.32,1148.84,0,0,1228.09,0,1247.94,0,1247.17,1113.52,0,0,0,1199.25,0,0,0,1102.45,1400.22,1275.23,0,0
800,0,1160.41,0,0,0,0,0,0,1211.64,0,1167.64,0,0,0,1140.05,0,0,1304.73,0,0,0,0,0,1510.45,1168.02,1217.33,1105.45,0,1136,1152.99,1210.01,0,0,1114.33,1147.46,0,1168,1130.12,1177.45,0,1122.02,0,0,0,0,1302.86,0,1395.77,1447.16,0,1221.99,0,0,0,1182.03,0,0,1339.74,0,1210.18,0,0,1182.86,0,0,0,1234.18,0,1127.04,0,0,1194.77,0,1448.9,1156.99,0,0,1186.65,0,0,0,0,0,0,1140.87,0,0,0,0,1190.06,0,0,1318.1,1239.92,1172.57,1165.06,1140.87,1536.41,1308.82,0,0,1171.63,0,0,0,0,1111.52,0,0,0,0,0,0,1108.87,0,1160.69,0,0,1103.47,1220.69,0,0,1253.75,1315.74,1471.3,0,1228.93,0,0,1108.87,1168,0,1344.49,0,1223.81,1214.66,0,1320.17,1203.4,0,0,0,0,0,1120.45,0,0,1219.61,1163.61,1232,0,0,0,0,1165.54,0,1196.4,0,1162.11,0,0,0,1109.65,0,1274.14,1231.21,1163.55,1119.37,0,1260.28,0,0,0,0,1197.1,0,0,0,0,1117.08,1177.83,0,1146.39,0,1543.52,1105.26,1156.98,0,1428.32,0,0,1149,0,1228.94,1181.66,1108.87,1163.64,0,0,0,0,0,0,0,0,0,0,1211.09,0,0,0,1321.15,0,0,1173.43,0,0,1102.74,0,1145.54,0,1117.36,1153.8,0,1278.74,0,1111.85,1190.92,0,0,0,0,0,1158.87,0,0,0,1136.36,0,0,1516.1,0,0,0,0,1145.04,0,0,0,0,1231.81,0,0,1374.47,0,0,1135.41,0,0,0,0,0,0,1142.54,0,0,1146.79,1406.98,1171.12,0,1118.06,0,0,0,0,0,1142.52,0,0,0,1148.29,1195.38,0,0,1266.47,1288.39,1158.58,1278.08,0,0,0,0,1105.07,1333.91,1234.45,0,1110.21,0,0,1124.08,0,1104.32,1148.84,0,0,1228.09,0,1247.94,0,1247.17,1113.52,0,0,0,1199.25,0,0,0,1102.45,1400.22,1341.64,0,0
810,0,1160.41,0,0,0,0,0,0,1211.64,0,1167.64,0,0,0,1140.05,0,0,1282.74,0,0,0,0,0,1510.45,1168.02,1217.33,1105.45,0,1136,1152.99,1210.01,0,0,1114.33,1147.46,0,1168,1130.12,1177.45,0,1122.02,0,0,0,0,1302.86,0,1395.77,1414.95,0,1221.99,0,0,0,1182.03,0,0,1339.14,0,1210.18,0,0,1182.86,0,0,0,1234.18,0,1127.04,0,0,1194.77,0,1448.9,1156.99,0,0,1186.65,0,0,0,0,0,0,1140.87,0,0,0,0,1190.06,0,0,1318.1,1239.92,1172.57,1165.06,1140.87,1536.41,1308.82,0,0,1171.63,0,0,0,0,1111.52,0,0,0,0,0,0,1108.87,0,1160.69,0,0,1103.47,1220.69,0,0,1253.75,1296.76,1446.23,0,1228.93,0,0,1108.87,1168,0,1312.27,0,1223.81,1214.66,0,1320.17,1308.05,0,0,0,0,0,1120.45,0,0,1219.61,1163.61,1232,0,0,0,0,1165.54,0,1196.4,0,1162.11,0,0,0,1109.65,0,1274.14,1231.21,1163.55,1119.37,0,1260.28,0,0,0,0,1197.1,0,0,0,0,1117.08,1177.83,0,1146.39,0,1543.52,1105.26,1156.98,0,1428.32,0,0,1149,0,1228.94,1181.66,1108.87,1163.64,0,0,0,0,0,0,0,0,0,0,1184.96,0,0,0,1284.56,0,0,1173.43,0,0,1102.74,0,1145.54,0,1117.36,1153.8,0,1278.74,0,1111.85,1190.92,0,0,0,0,0,1158.87,0,0,0,1136.36,0,0,1516.1,0,0,0,0,1145.04,0,0,0,0,1231.81,0,0,1374.47,0,0,1135.41,0,0,0,0,0,0,1142.54,0,0,1146.79,1406.98,1144.43,0,1118.06,0,0,0,0,0,1142.52,0,0,0,1148.29,1195.38,0,0,1266.47,1288.39,1158.58,1278.08,0,0,0,0,1105.07,1333.91,1234.45,0,1110.21,0,0,1124.08,0,1104.32,1148.84,0,0,1228.09,0,1247.94,0,1247.17,1113.52,0,0,0,1199.25,0,0,0,1102.45,1400.22,1471.65,0,0
820,0,1160.41,0,0,0,0,0,0,1211.64,0,1167.64,0,0,0,1140.05,0,0,1282.74,0,0,0,0,0,1510.45,1168.02,1217.33,1105.45,0,1136,1152.99,1210.01,0,0,1114.33,1147.46,0,1168,1130.12,1177.45,0,1122.02,0,0,0,0,1302.86,0,1395.77,1414.95,0,1221.99,0,0,0,1182.03,0,0,1339.14,0,1210.18,0,0,1182.86,0,0,0,1234.18,0,1127.04,0,0,1194.77,0,1448.9,1156.99,0,0,1186.65,0,0,0,0,0,0,1140.87,0,0,0,0,1190.06,0,0,1318.1,1239.92,1172.57,1165.06,1140.87,1536.41,1308.82,0,0,1171.63,0,0,0,0,1111.52,0,0,0,0,0,0,1108.87,0,1160.69,0,0,1103.47,1220.69,0,0,1253.75,1296.76,1468.9,0,1228.93,0,0,1108.87,1168,0,1312.27,0,1223.81,1214.66,0,1320.17,1308.05,0,0,0,0,0,1120.45,0,0,1219.61,1163.61,1232,0,0,0,0,1165.54,0,1196.4,0,1162.11,0,0,0,1109.65,0,1274.14,1231.21,1163.55,1119.37,0,1260.28,0,0,0,0,1197.1,0,0,0,0,1117.08,1177.83,0,1146.39,0,1533.88,1105.26,1156.98,0,1428.32,0,0,1149,0,1228.94,1181.66,1108.87,1163.64,0,0,0,0,0,0,0,0,0,0,1173.55,0,0,0,1305.95,0,0,1173.43,0,1190.04,1102.74,0,1145.54,0,1117.36,1153.8,0,1278.74,0,1111.85,1190.92,0,0,0,0,0,1158.87,0,0,0,1136.36,0,0,1516.1,0,0,0,0,1145.04,0,0,0,0,1231.81,0,0,1374.47,0,0,1135.41,0,0,0,0,0,0,1142.54,0,0,1138.49,1406.98,1144.43,0,1118.06,0,0,0,0,0,1142.52,0,0,0,1148.29,1195.38,0,0,1266.47,1288.39,1158.58,1278.08,0,0,0,0,1105.07,1369.68,1234.45,0,1110.21,0,1189.84,1124.08,0,1104.32,1148.84,0,0,1228.09,0,1247.94,0,1247.17,1113.52,0,0,0,1199.25,0,0,0,1102.45,1400.22,1471.65,0,0
830,0,1160.41,0,0,0,0,0,0,1211.64,0,1167.64,0,0,0,1140.05,0,0,1282.74,0,0,0,0,0,1510.45,1168.02,1217.33,1105.45,0,1136,1152.99,1210.01,0,0,1114.33,1147.46,0,1168,1130.12,1177.45,0,1122.02,0,0,0,0,1302.86,0,1395.77,1414.95,0,1221.99,0,0,0,1182.03,0,0,1339.14,0,1210.18,0,0,1182.86,0,0,0,1234.18,0,1127.04,0,0,1194.77,0,1448.9,1156.99,0,0,1186.65,0,0,0,0,0,0,1140.87,0,0,0,0,1102.43,0,0,1318.1,1239.92,1172.57,1165.06,1140.87,1536.41,1308.82,0,0,1171.63,0,0,0,0,1111.52,0,0,0,0,0,0,1108.87,0,1160.69,0,0,1103.47,1220.69,0,0,1253.75,1296.76,1468.9,0,1228.93,0,0,1108.87,1168,0,1312.27,0,1223.81,1214.66,0,1320.17,1308.05,0,0,0,0,0,1120.45,0,0,1219.61,1163.61,1232,0,0,0,0,1165.54,0,1196.4,0,1162.11,0,0,0,1109.65,0,1274.14,1231.21,1163.55,1119.37,0,1260.28,0,0,0,0,1197.1,0,0,0,0,1117.08,1177.83,0,1146.39,0,1533.88,1105.26,1156.98,0,1428.32,0,0,1149,0,1228.94,1181.66,1108.87,1163.64,0,0,0,0,0,0,0,0,0,0,1173.55,0,0,0,1305.95,0,0,1173.43,0,1167.15,1102.74,0,1145.54,0,1117.36,1153.8,0,1278.74,0,1111.85,1190.92,0,0,0,0,0,1158.87,0,0,0,1136.36,1156.08,0,1516.1,0,0,0,0,1145.04,0,0,0,0,1231.81,0,0,1374.47,0,0,1135.41,0,0,0,0,0,0,1142.54,0,0,1138.49,1406.98,1144.43,0,1118.06,0,0,0,0,0,1142.52,0,0,0,1148.29,1195.38,0,0,1266.47,1288.39,1158.58,1278.08,0,0,0,0,1105.07,1408.94,1234.45,0,1110.21,0,1227.41,1144.98,0,1104.32,1148.84,0,0,1228.09,0,1261.28,0,1247.17,1113.52,0,0,0,1199.25,0,0,0,1102.45,1400.22,1471.65,0,0
